"AA_angle_gyro.pitch_x","AA_angle_gyro.pitch_y","AA_angle_gyro.roll_x","AA_angle_gyro.roll_y","AA_motor.motor_1_x","AA_motor.motor_1_y","AA_motor.motor_2_x","AA_motor.motor_2_y","AA_motor.motor_3_x","AA_motor.motor_3_y","AA_motor.motor_4_x","AA_motor.motor_4_y"
11082,-0.0245733168,11082,-0.0333266072,11082,3000,11082,3000,11082,4500.764648,11082,3893.890137,
11132,-0.01552570984,11132,-0.02290398628,11132,3000,11132,3000,11132,4030.486084,11132,3000,
11182,-0.01937962323,11182,-0.02315303683,11182,3000,11182,4215.650879,11182,4095.532959,11182,3000,
11232,-0.01801678352,11232,-0.01957065053,11232,3000,11232,3240.976074,11232,5291.83252,11232,3000,
11282,-0.01284718513,11282,-0.01607651077,11282,3879.594238,11282,3159.706055,11282,3000,11282,3000,
11332,-0.01212912425,11332,-0.01384573895,11332,3000,11332,4376.972656,11332,4039.821533,11332,3000,
11382,-0.009649462998,11382,-0.01219821908,11382,3000,11382,3000,11382,3582.444336,11382,3000,
11432,-0.009740926325,11432,-0.01364738774,11432,3000,11432,3861.422607,11432,4384.688965,11432,3000,
11482,-0.006021598354,11482,-0.01225612871,11482,3000,11482,3000,11482,3502.802734,11482,3421.650146,
11532,-0.000518837187,11532,-0.01656867936,11532,3000,11532,3000,11532,3525.595703,11532,4051.358398,
11582,0.003016162431,11582,-0.01250087842,11582,3383.080322,11582,3000,11582,3767.380371,11582,3000,
11632,0.01307989098,11632,-0.0147593366,11632,3000,11632,3000,11632,3803.470459,11632,4391.127441,
11682,0.01019832771,11682,-0.01767728291,11682,3000,11682,3617.205566,11682,3690.643799,11682,3287.4104,
11732,0.01147132833,11732,-0.01437838189,11732,3000,11732,3000,11732,3842.061035,11732,3000,
11782,0.01286910288,11782,-0.01343420148,11782,3000,11782,3000,11782,3606.119141,11782,3544.186279,
11832,0.01430531405,11832,-0.01178360824,11832,3000,11832,3827.732422,11832,3632.501953,11832,3000,
11882,0.01019577775,11882,-0.007848516107,11882,3850.906738,11882,3000,11882,3000,11882,3000,
11932,0.01241780911,11932,-0.006228403188,11932,3000,11932,3754.54834,11932,3761.86499,11932,3000,
11982,0.008016725071,11982,-0.00203844253,11982,3426.283203,11982,3859.540771,11982,3000,11982,3000,
12032,0.009699814953,12032,-0.0009142640629,12032,3000,12032,3107.887695,12032,4442.242676,12032,3000,
12082,0.01355683338,12082,-0.002530285157,12082,3229.380859,12082,3000,12082,3000,12082,4503.053711,
12132,0.01512502693,12132,-0.004804534372,12132,3000,12132,3036.196045,12132,3657.710693,12132,3514.462891,
12182,0.01726427674,12182,-0.004822573159,12182,3000,12182,3000,12182,4149.305664,12182,3000,
12232,0.01531338692,12232,-0.003272980452,12232,3022.809082,12232,3113.589111,12232,3055.872314,12232,3000,
12282,0.01642313786,12282,-0.003329901723,12282,3000,12282,3354.99292,12282,3463.611328,12282,3340.729004,
12332,0.01247642282,12332,-0.002102496801,12332,3000,12332,3474.03418,12332,3450.829102,12332,3232.904297,
12382,0.01289663743,12382,-0.00372747751,12382,3000,12382,3260.2854,12382,4096.427246,12382,3000,
12432,0.01324896142,12432,-0.008791483007,12432,3000,12432,3000,12432,3000,12432,5533.407715,
12482,0.01301457826,12482,-0.007946631871,12482,3000,12482,4721.189941,12482,3000,12482,3000,
12532,0.01078000665,12532,-0.007262895815,12532,3170.109375,12532,3052.014404,12532,3037.544434,12532,3000,
12582,0.01202897634,12582,-0.008621782064,12582,3000,12582,3033.075684,12582,3903.400879,12582,3382.746094,
12632,0.01353955735,12632,-0.006140265148,12632,3611.878906,12632,3000,12632,3000,12632,3000,
12682,0.01503203996,12682,-0.007220732979,12682,3000,12682,3023.70874,12682,3864.183594,12682,3000,
12732,0.01297152881,12732,-0.005457285326,12732,3224.742188,12732,3099.862061,12732,3232.903809,12732,3000,
12782,0.01370354649,12782,-0.006085350178,12782,3000,12782,3094.837158,12782,3659.836426,12782,3000,
12832,0.01595343277,12832,-0.004079999402,12832,3404.178467,12832,3000,12832,3000,12832,3417.32666,
12882,0.01328625623,12882,-0.006234550383,12882,3000,12882,3429.208496,12882,3635.895996,12882,3421.62915,
12932,0.01203032117,12932,-0.008596812375,12932,3000,12932,3000,12932,3878.296387,12932,3000,
12982,0.00764664216,12982,-0.007198743988,12982,3000,12982,3328.751709,12982,3826.277588,12982,3000,
13032,0.009884158149,13032,-0.00728078559,13032,3094.27124,13032,3000,13032,3841.768555,13032,3032.161133,
13082,0.00714842556,13082,-0.007516560145,13082,3000,13082,3000,13082,4401.973633,13082,3000,
13132,0.007823988795,13132,-0.006532155909,13132,33000,13132,33000,13132,33681.33203,13132,33000,
13182,0.003124083159,13182,-0.007716005668,13182,33000,13182,33709.46094,13182,33693.45312,13182,33000,
13232,0.0006079766899,13232,-0.009707987309,13232,33000,13232,33429.5625,13232,34618.19141,13232,33039.00781,
13282,-0.01038709003,13282,-0.01329879183,13282,33000,13282,35034.33984,13282,36277.61328,13282,33000,
13332,-0.03037370741,13332,-0.02463983931,13332,33000,13332,35624.07812,13332,41156.15625,13332,33000,
13382,-0.1037770808,13382,-0.02154186554,13382,33000,13382,44467.58594,13382,45599.86719,13382,33000,
13432,-0.1630262882,13432,-0.0176140219,13432,33000,13432,42565.71094,13432,36577.22266,13432,33000,
13482,-0.1671752185,13482,-0.05162224174,13482,33000,13482,37334.91016,13482,33000,13482,47901.9375,
13532,-0.1370646507,13532,-0.07440781593,13532,33000,13532,40522.46484,13532,33000,13532,35279.11719,
13582,-0.1687595099,13582,-0.0183785595,13582,33000,13582,46439.34766,13582,33000,13582,33000,
13632,-0.1462345123,13632,-0.004658694845,13632,35573.61719,13632,33000,13632,33000,13632,41665.03125,
13682,-0.08390509337,13682,-0.03973557428,13682,35086.80469,13682,33000,13682,35867.32422,13682,36509.49219,
13732,-0.08082519472,13732,-0.02380652912,13732,35974.3125,13732,37011.09375,13732,34104.75781,13732,33000,
13782,-0.08477282524,13782,0.01239447761,13782,37600.06641,13782,34514.12109,13782,33763.32422,13782,33000,
13832,-0.07243393362,13832,0.01122175064,13832,33839.05469,13832,33000,13832,35947.15625,13832,34037.03125,
13882,-0.04232238233,13882,-0.009218026884,13882,37229.86328,13882,33000,13882,33602.73047,13882,35023.25,
13932,-0.01423360035,13932,-0.002190014347,13932,37954.34766,13932,33000,13932,33000,13932,33000,
13982,-0.01311053243,13982,-0.006337298546,13982,33000,13982,33000,13982,36763.86719,13982,33000,
14032,-0.01516175084,14032,-0.009997621179,14032,34726.53125,14032,33292.16016,14032,33016.21484,14032,33000,
14082,0.006951766554,14082,0.005304064136,14082,37121.85938,14082,33045.94922,14082,33000,14082,33000,
14132,0.0253039822,14132,0.01122906711,14132,34833.92969,14132,33000,14132,33000,14132,36687.99219,
14182,0.03000145592,14182,0.0108253397,14182,34390.125,14182,33000,14182,34029.0625,14182,33000,
14232,0.02104906365,14232,0.02782156691,14232,36089.53125,14232,34233.55859,14232,33000,14232,33000,
14282,0.03085150197,14282,0.0522572659,14282,38197.32812,14282,33000,14282,33000,14282,33000,
14332,0.03612018004,14332,0.05411427841,14332,33085.64453,14332,33000,14332,33000,14332,34297.88281,
14382,0.04875697196,14382,0.03304849938,14382,34675.29297,14382,33000,14382,33000,14382,34919.57031,
14432,0.05894907191,14432,0.03785486892,14432,36948.53906,14432,33368.46875,14432,33000,14432,33000,
14482,0.06957159936,14482,0.04611110315,14482,34735.89844,14482,34193.75391,14482,33000,14482,33174.8125,
14532,0.08034272492,14532,0.03704729304,14532,33791.29688,14532,33000,14532,33000,14532,37352.02734,
14582,0.1000270545,14582,0.03088075854,14582,37127.13281,14582,33000,14582,33000,14582,33094.58594,
14632,0.1090782061,14632,0.04233460873,14632,36440.02344,14632,33052.71094,14632,33000,14632,33398.10938,
14682,0.1061092764,14682,0.04678227007,14682,34390.37109,14682,33000,14682,33000,14682,34749.07812,
14732,0.1138648763,14732,0.04410815611,14732,35461.28125,14732,33000,14732,33000,14732,33715.53125,
14782,0.1197778732,14782,0.04684717581,14782,35700.98828,14782,33000,14782,33000,14782,34810.13281,
14832,0.1165794432,14832,0.0477219224,14832,33959.04297,14832,33000,14832,33000,14832,34316.57031,
14882,0.1186373532,14882,0.04029905424,14882,34170.75781,14882,33110.32031,14882,33000,14882,33273.5625,
14932,0.1188711673,14932,0.03333704919,14932,35170.42188,14932,33000,14932,33000,14932,35410.01172,
14982,0.1174063236,14982,0.03257960081,14982,35163.82031,14982,33000,14982,33000,14982,33406.64453,
15032,0.1122093201,15032,0.03206255659,15032,33209.52734,15032,33552.83594,15032,33000,15032,33000,
15082,0.1111409739,15082,0.02556242421,15082,34104.92578,15082,33000,15082,33000,15082,36149.80469,
15132,0.1222825721,15132,0.02084491029,15132,35463.625,15132,33000,15132,33000,15132,34445.49609,
15182,0.1280508637,15182,0.01749431714,15182,34282.34375,15182,33000,15182,33000,15182,33401.28906,
15232,0.1194984689,15232,0.01052143704,15232,33000,15232,33000,15232,34488.31641,15232,33151.01562,
15282,0.1116728634,15282,0.005045051686,15282,33735.84375,15282,33000,15282,33413.00781,15282,33000,
15332,0.1177826524,15332,0.005956118461,15332,36542.24219,15332,33000,15332,33000,15332,35951.98047,
15382,0.1104552224,15382,0.003394576954,15382,33000,15382,33000,15382,35149.41016,15382,33000,
15432,0.08551311493,15432,-0.005509729497,15432,33000,15432,33545.36719,15432,34936.06641,15432,33000,
15482,0.07334026694,15482,-0.005178959575,15482,34170.03906,15482,33418.88281,15482,33213.62891,15482,33000,
15532,0.07704199851,15532,-0.00941755902,15532,34320.78906,15532,33000,15532,33000,15532,35378.95312,
15582,0.0769257471,15582,-0.02106179856,15582,33000,15582,33000,15582,35925.07031,15582,33364.66406,
15632,0.05152242631,15632,-0.0154579943,15632,33000,15632,35232.64844,15632,34800.30469,15632,33000,
15682,0.03549062088,15682,0.007154811174,15682,36159.19531,15682,34259.67188,15682,33000,15682,33000,
15732,0.0258844588,15732,0.00166258926,15732,33000,15732,33000,15732,38029.42969,15732,33000,
15782,0.01855990104,15782,-0.01951164193,15782,33000,15782,33000,15782,34131.86328,15782,35258.94531,
15832,0.02421715669,15832,-0.01387472358,15832,35664.67578,15832,33518.84766,15832,33000,15832,33000,
15882,0.02010043338,15882,0.001143039321,15882,33533.67578,15882,34342.80469,15882,33000,15882,33000,
15932,0.004753644578,15932,-0.009024445899,15932,33000,15932,34296.12891,15932,36934.45312,15932,33000,
15982,-0.003501310479,15982,-0.02487216517,15982,33000,15982,33000,15982,33605.84766,15982,34817.91406,
16032,0.007938669994,16032,-0.01850606315,16032,36316.34375,16032,33339.51953,16032,33000,16032,33000,
16082,0.009838672355,16082,-0.01009476557,16082,33000,16082,33844.56641,16082,33790.12891,16082,33000,
16132,-0.004550829995,16132,-0.02173155919,16132,33000,16132,33000,16132,37354.08594,16132,33102.87109,
16182,-0.00509237824,16182,-0.02692231163,16182,34654.48047,16182,33137.89453,16182,33000,16182,33212.47266,
16232,0.00429880945,16232,-0.01393950172,16232,34689.82031,16232,34880.67188,16232,33000,16232,33000,
16282,0.005884451326,16282,-0.01632286236,16282,33000,16282,33000,16282,34860.22266,16282,35374,
16332,-0.002209356055,16332,-0.02338726632,16332,33000,16332,34072.91797,16332,34733.83594,16332,33000,
16382,-0.01380315516,16382,-0.01661797613,16382,33556.53906,16382,34762.26172,16382,33000,16382,33000,
16432,-0.0185181573,16432,-0.004726140294,16432,33077.50781,16432,35024.54688,16432,34451.73828,16432,33000,
16482,-0.01781529561,16482,-0.007799887564,16482,33867.62891,16482,33000,16482,33687.28516,16482,34504.39062,
16532,-0.01970461197,16532,-0.01804481074,16532,33000,16532,33000,16532,35943.75,16532,33000,
16582,-0.02678580023,16582,-0.01741929539,16582,33000,16582,34460.07812,16582,33638.24219,16582,33000,
16632,-0.01861151494,16632,-0.008599444292,16632,34670.94922,16632,33000,16632,33000,16632,33477.51953,
16682,-0.01502051298,16682,-0.01511448435,16682,33000,16682,33000,16682,35753.96094,16682,34427.51953,
16732,-0.02736035362,16732,-0.0193037279,16732,33000,16732,35064.99219,16732,34309.57031,16732,33000,
16782,-0.03285624832,16782,-0.008354551159,16782,34015.79688,16782,34301.12891,16782,33000,16782,33000,
16832,-0.02673537284,16832,-0.009703441523,16832,33000,16832,33000,16832,33888.60938,16832,35504.93359,
16882,-0.02764930949,16882,-0.0146231493,16882,33000,16882,33908.67969,16882,34861.69531,16882,33000,
16932,-0.03581178561,16932,-0.01101798471,16932,33000,16932,34278.74609,16932,34251.48438,16932,33000,
16982,-0.02979681455,16982,-0.003856208641,16982,35363.26172,16982,33038.32422,16982,33000,16982,33000,
17032,-0.02498109639,17032,-0.00175910478,17032,33000,17032,33333.69141,17032,33761.05859,17032,33208.17969,
17082,-0.02891412005,17082,-0.01634163409,17082,33000,17082,33000,17082,34563.25781,17082,35082.04297,
17132,-0.03717881069,17132,-0.02490338497,17132,33000,17132,34939.46875,17132,33685.32422,17132,33000,
17182,-0.04238985479,17182,-0.02269957773,17182,33000,17182,33917.50781,17182,33282.76953,17182,33263.56641,
17232,-0.03183669969,17232,-0.02874449268,17232,33000,17232,33000,17232,33000,17232,36323.03125,
17282,-0.02490900084,17282,-0.02863501944,17282,33649.51562,17282,34311.66797,17282,33000,17282,33000,
17332,-0.03553074598,17332,-0.01482272614,17332,33135.74219,17332,35165.67969,17332,33697.38281,17332,33000,
17382,-0.03673468903,17382,-0.0120756533,17382,33207.97656,17382,33000,17382,33380.03516,17382,33379.92578,
17432,-0.0229501538,17432,-0.01576894335,17432,34051.52344,17432,33000,17432,33000,17432,34550.84766,
17482,-0.01698869281,17482,-0.01152899489,17482,33279.15625,17482,34313.36719,17482,33000,17482,33000,
17532,-0.02275159769,17532,-0.002766777528,17532,33000,17532,34845.29297,17532,34113.98828,17532,33000,
17582,-0.01433321182,17582,-0.001847992535,17582,35307.44531,17582,33000,17582,33000,17582,34045.22656,
17632,-0.006932020187,17632,-0.0006508728839,17632,33000,17632,33458.55469,17632,33643.71875,17632,33000,
17682,-0.009036926553,17682,0.0003710108285,17682,33153.50781,17682,33549.50391,17682,33247.55078,17682,33000,
17732,-0.007317465264,17732,0.007272997405,17732,34676.77344,17732,33944.13281,17732,33000,17732,33000,
17782,-0.004399808589,17782,0.006996801123,17782,34011.32812,17782,33000,17782,33433.10156,17782,34371.82812,
17832,-0.001243459526,17832,0.00167513499,17832,33000,17832,33242.62891,17832,35405.44141,17832,33000,
17882,0.003272554837,17882,0.005301131867,17882,36692.05469,17882,33000,17882,33000,17882,33733.51172,
17932,0.006554724183,17932,0.01513372548,17932,33621.25391,17932,34321.12109,17932,33711.45312,17932,33000,
17982,-0.000457119284,17982,0.008520621806,17982,33000,17982,33000,17982,35299.34375,17982,33869.78125,
18032,0.0051969341,18032,0.006462980062,18032,35087.05469,18032,33000,18032,34119.38672,18032,33000,
18082,0.01964468323,18082,0.009524704888,18082,38161.60547,18082,33000,18082,33000,18082,34160.46094,
18132,0.01599833556,18132,0.001723255729,18132,33000,18132,33000,18132,38732.03516,18132,33000,
18182,0.0027648299,18182,0.0009880036814,18182,36721.10156,18182,33000,18182,33324.22266,18182,33000,
18232,0.01064003073,18232,0.02963839099,18232,37538.61719,18232,33000,18232,33000,18232,33000,
18282,-0.008726037107,18282,0.03649552912,18282,33000,18282,36176.875,18282,38988.91406,18282,33000,
18332,-0.04004834965,18332,0.03421844169,18332,34768.07812,18332,34468.44531,18332,35222.3125,18332,33000,
18382,-0.02149909176,18382,0.05603379756,18382,40105.27344,18382,33000,18382,33000,18382,33000,
18432,-0.01214563753,18432,0.05190686882,18432,33000,18432,33000,18432,37593.50391,18432,33000,
18482,-0.02860218473,18482,0.02586930059,18482,33000,18482,33849.69531,18482,35673.49219,18482,33000,
18532,-0.02170162834,18532,0.02955614775,18532,36566.69922,18532,33000,18532,33000,18532,33778.41797,
18582,-0.0003125662333,18582,0.03999274224,18582,34790.74609,18582,33795.64062,18582,33000,18582,33566.39062,
18632,-0.004579108674,18632,0.03288187087,18632,33000,18632,33000,18632,34816.89062,18632,34667.12891,
18682,-0.01606214419,18682,0.02142872289,18682,33000,18682,35734.80469,18682,34829.66406,18682,33000,
18732,-0.01047543809,18732,0.0177799128,18732,35776.44531,18732,33000,18732,33000,18732,35577.71484,
18782,0.005984869786,18782,0.01612716168,18782,33544.03906,18782,33486.12109,18782,33340.84766,18782,33000,
18832,-0.002396932337,18832,0.0131879067,18832,33000,18832,33062.47266,18832,35574.23828,18832,33000,
18882,-0.004572041798,18882,0.01998614334,18882,35673.72656,18882,34738.32422,18882,33000,18882,33000,
18932,0.005609642249,18932,0.02574905381,18932,34433.86719,18932,33000,18932,33000,18932,35032.45312,
18982,0.005059044808,18982,0.02292458527,18982,33000,18982,33313.96484,18982,33941.98438,18982,33000,
19032,-0.004773177672,19032,0.01990222372,19032,33000,19032,34723.96094,19032,34382.01953,19032,33000,
19082,-0.0007557372446,19082,0.01740344055,19082,33269.28125,19082,33000,19082,33000,19082,34308.46094,
19132,0.007501395885,19132,0.01515120268,19132,34311.02344,19132,33000,19132,33000,19132,33133.87109,
19182,0.006157528143,19182,0.0136298053,19182,33000,19182,34140.70703,19182,35196.85938,19182,33000,
19232,0.002844803734,19232,0.01049077325,19232,33654.18359,19232,33000,19232,33000,19232,34283.48438,
19282,0.00543983886,19282,0.009463814087,19282,33000,19282,33000,19282,33733.93359,19282,33684.39844,
19332,0.0162157435,19332,0.003325859085,19332,34131.74219,19332,33000,19332,33000,19332,34825.5,
19382,0.01965300366,19382,-0.004802898504,19382,33000,19382,33000,19382,35683.03125,19382,33000,
19432,0.01585927792,19432,-0.005197017919,19432,33911.61328,19432,33000,19432,33263.30859,19432,33645.91016,
19482,0.01932588965,19482,0.005782268476,19482,34984.01562,19482,34755.14062,19482,33000,19482,33000,
19532,0.01476999652,19532,-0.001732572913,19532,33000,19532,33000,19532,35264.15234,19532,34546.85547,
19582,0.008666132577,19582,-0.01382617373,19582,33000,19582,33000,19582,34174.15234,19582,33730.3125,
19632,0.01497945748,19632,-0.01272078976,19632,34868.64062,19632,33000,19632,33000,19632,35034.89844,
19682,0.01394085679,19682,0.004413442221,19682,34821.41016,19682,35748.70703,19682,33000,19682,33000,
19732,0.007490985561,19732,-0.002158851828,19732,33000,19732,33000,19732,37181.14453,19732,34861.33594,
19782,0.006110138725,19782,-0.02145323157,19782,33000,19782,33000,19782,33505.78906,19782,35421.61719,
19832,-0.005582960322,19832,-0.004844230134,19832,34140.79297,19832,37369.48438,19832,33000,19832,33000,
19882,-0.02004624158,19882,0.004183267243,19882,33000,19882,34584.5625,19882,35470.28125,19882,33000,
19932,-0.02009276301,19932,-0.02078536898,19932,33000,19932,33000,19932,35483.57031,19932,39144.42969,
19982,-0.005748639349,19982,-0.02287191525,19982,35942.5,19982,33000,19982,33000,19982,33000,
20032,-0.0159720201,20032,0.003482553875,20032,33000,20032,36272.48438,20032,34755.42969,20032,33000,
20082,-0.022194447,20082,-0.00528745167,20082,33000,20082,33000,20082,34967.05078,20082,34880.55078,
20132,-0.01345390547,20132,-0.03118937835,20132,33000,20132,33000,20132,34499.0625,20132,36682.34375,
20182,-0.008672316559,20182,-0.02804352343,20182,34839.09766,20182,36329.09375,20182,33000,20182,33000,
20232,-0.01646983065,20232,-0.01395840291,20232,33000,20232,34133.39453,20232,34528.12109,20232,33000,
20282,-0.008851843886,20282,-0.02973212302,20282,33000,20282,33000,20282,34054.91406,20282,36950.55469,
20332,-0.001570963184,20332,-0.03853022307,20332,34815.05859,20332,33000,20332,33000,20332,34849.64453,
20382,-0.01491441485,20382,-0.02197503671,20382,33000,20382,36336.92188,20382,33568.97656,20382,33000,
20432,-0.03127944097,20432,-0.01716160774,20432,33000,20432,34959.30469,20432,35980.19922,20432,33000,
20482,-0.02351572923,20482,-0.03778772429,20482,33000,20482,33000,20482,33697.74219,20482,38771.51172,
20532,-0.01475431677,20532,-0.03345201164,20532,33331.60156,20532,35509.3125,20532,33000,20532,33000,
20582,-0.01709726453,20582,-0.0113328686,20582,33000,20582,36978.48047,20582,33000,20582,33000,
20632,-0.008454564959,20632,-0.01289445627,20632,33000,20632,33000,20632,33000,20632,36462.35156,
20682,-0.002490724903,20682,-0.02411250025,20682,33000,20682,33000,20682,33304.07812,20682,33994.75,
20732,-0.01563188061,20732,-0.02017699927,20732,33000,20732,34097.70703,20732,33000,20732,33764.22266,
20782,-0.01928816549,20782,-0.02247384749,20782,33000,20782,33000,20782,33247.73828,20782,36983.21875,
20832,-0.006325975526,20832,-0.04440660402,20832,33000,20832,33000,20832,34471.50781,20832,37160.94922,
20882,-0.003679705551,20882,-0.03777208552,20882,33315.92188,20882,37118.36328,20882,33000,20882,33000,
