"AA_angle_gyro.pitch_x","AA_angle_gyro.pitch_y","AA_angle_gyro.roll_x","AA_angle_gyro.roll_y","AA_motor.motor_1_x","AA_motor.motor_1_y","AA_motor.motor_2_x","AA_motor.motor_2_y","AA_motor.motor_3_x","AA_motor.motor_3_y","AA_motor.motor_4_x","AA_motor.motor_4_y"
25839,0.00493695261,25839,-0.0003614361631,25839,33500,25839,33500,25839,36461.78906,25839,33666.75391,
25889,0.001298004878,25889,-0.01750457846,25889,33500,25889,33500,25889,36545.93359,25889,34951.30078,
25939,0.009854117408,25939,-0.01575536467,25939,37133.47656,25939,33500,25939,33500,25939,33996.49609,
26039,-0.001883022953,26039,-0.007914084941,26039,33500,26039,33500,26039,38758.78125,26039,33500,
26089,-0.0139686456,26089,-0.02108613774,26089,33500,26089,33500,26089,35895.29688,26089,35220.45703,
26139,0.001440588152,26139,-0.0117691746,26139,38686.73047,26139,33500,26139,33500,26139,33500,
26189,0.01000502147,26189,-0.004737596493,26189,33794.68359,26189,33603.78516,26189,33500,26189,33500,
26239,-0.004321833141,26239,-0.03332278877,26239,33500,26239,33500,26239,40901.49219,26239,35372.82031,
26289,-0.005812644493,26289,-0.04582364857,26289,33735.66016,26289,33500,26289,33584.3125,26289,35569.47266,
26339,0.01528280135,26339,-0.01434108708,26339,39150.51562,26339,33740.57812,26339,33500,26339,33500,
26389,0.0156164486,26389,0.008044724353,26389,33500,26389,33922.03516,26389,35195.625,26389,33500,
26439,-0.006045814138,26439,-0.007207684219,26439,33500,26439,33500,26439,38615.70312,26439,33500,
26489,-0.01058811601,26489,-0.02040862292,26489,34329.85156,26489,33500,26489,34521.96484,26489,33500,
26539,0.0108585041,26539,-0.01890358329,26539,37626.88281,26539,33500,26539,33500,26539,35458.92188,
26589,0.01754515059,26589,-0.02490196936,26589,33500,26589,33500,26589,37883.47656,26589,33500,
26639,-0.004464740399,26639,-0.03296364099,26639,33500,26639,35248.83203,26639,37392.75,26639,33500,
26689,-0.01019517239,26689,-0.01816443168,26689,36867.35938,26689,34348.54688,26689,33500,26689,33500,
26739,-0.004109003115,26739,-0.01180497836,26739,33500,26739,33500,26739,36691.85938,26739,35293.74609,
26789,-0.005703096278,26789,-0.01762191951,26789,35256.70312,26789,33500,26789,35284.46875,26789,33500,
26939,-0.01328935288,26939,-0.0008905155701,26939,38625.52734,26939,34321.75391,26939,33500,26939,33500,
26989,-0.01311967522,26989,0.004251734819,26989,33500,26989,33500,26989,38383.04297,26989,33500,
27039,-0.01799853519,27039,0.003313084831,27039,35843.89062,27039,33500,27039,33714.08594,27039,33500,
27089,-0.008102165535,27089,0.01402208582,27089,35853.55859,27089,33500,27089,33643.19141,27089,33500,
27139,-0.01207714621,27139,0.006495121401,27139,33500,27139,33500,27139,36394.69531,27139,33500,
27189,-0.01638596691,27189,0.003913691733,27189,34435.28125,27189,35027.94141,27189,35051.99219,27189,33500,
27239,-0.01570550911,27239,0.01455133874,27239,36119.53906,27239,33500,27239,33622.875,27239,33500,
27539,-0.1086167172,27539,0.03945189714,27539,33500,27539,47314.41406,27539,44143.11719,27539,33500,
27589,-0.09557965398,27589,0.08954470605,27589,50320.14844,27589,33500,27589,33500,27589,33500,
27739,-0.06983889639,27739,0.04413729161,27739,44599.05859,27739,35810.07031,27739,33500,27739,33500,
27839,-0.0390833579,27839,0.03904189914,27839,33500,27839,33500,27839,43530.44922,27839,33500,
27889,-0.04936880618,27889,-0.004083968699,27889,33500,27889,33500,27889,37096.41016,27889,37870.15625,
27939,-0.009881125763,27939,0.01209678501,27939,44561.10156,27939,33500,27939,33500,27939,33500,
28189,0.03175641969,28189,0.02485760488,28189,34000,28189,34000,28189,37804.32812,28189,36145.55078,
28239,0.02598069794,28239,0.01989258826,28239,36902.91016,28239,34000,28239,34820.16016,28239,34000,
28339,0.02799875662,28339,0.03392394632,28339,34000,28339,34000,28339,38187.34375,28339,34000,
28439,0.05216436088,28439,0.02283692732,28439,42374.32812,28439,34000,28439,34000,28439,35381.77734,
28539,0.06341829151,28539,0.01106907241,28539,34000,28539,34000,28539,39892.97656,28539,34136.08203,
28589,0.06157789752,28589,0.01335243229,28589,39126.35156,28589,34000,28589,34000,28589,34000,
28689,0.07742536068,28689,0.01279293653,28689,34000,28689,34000,28689,40344.54297,28689,34925.73828,
28839,0.08792909235,28839,-0.01215753984,28839,34000,28839,34000,28839,38677.10547,28839,36430.92969,
28939,0.0778638348,28939,0.00853375718,28939,42658.39844,28939,34000,28939,34000,28939,34000,
28989,0.08407725394,28989,0.034244176,28989,35942.09766,28989,34000,28989,34281.46094,28989,34000,
29039,0.05039349943,29039,0.01812946051,29039,34000,29039,35060.75,29039,41225.6875,29039,34000,
29139,0.06111479178,29139,0.02461854741,29139,41025.39844,29139,34000,29139,34000,29139,34762.48438,
29239,0.04058530554,29239,0.008401059546,29239,34000,29239,34000,29239,40159.91797,29239,34000,
29389,0.02427581325,29389,0.03611977771,29389,34000,29389,35010.24219,29389,40022.88281,29389,34000,
29439,-0.01200967468,29439,0.0122670969,29439,34000,29439,34000,29439,40775.01562,29439,34000,
29489,-0.006916962564,29489,0.01436278224,29489,39926.39844,29489,34000,29489,34000,29489,34000,
29539,0.02111358382,29539,0.02579420619,29539,39412.39062,29539,34000,29539,34000,29539,34201.125,
29589,0.004783019889,29589,-0.003179386258,29589,34000,29589,34000,29589,44251.24609,29589,34000,
29639,-0.01886152849,29639,-0.04014783353,29639,34000,29639,34000,29639,39072.19922,29639,34975.59766,
29689,0.01499798242,29689,-0.03458412737,29689,43717.11719,29689,34000,29689,34000,29689,35543.91406,
29739,0.03914889693,29739,-0.03196202964,29739,34000,29739,34000,29739,38195.6875,29739,34936.37891,
29789,0.007818601094,29789,-0.05980866775,29789,34000,29789,34000,29789,43373.32812,29789,34000,
29839,0.002323340392,29839,-0.05672382936,29839,39957.72656,29839,34000,29839,34000,29839,34000,
30039,0.00656615058,30039,-0.04489696771,30039,41214.88281,30039,34000,30039,34000,30039,34000,
30189,-0.03284867853,30189,-0.05466796085,30189,34481.76953,30189,34000,30189,34276.65625,30189,35446.84766,
30239,-0.007371610962,30239,-0.03183627874,30239,40108.84375,30239,34000,30239,34000,30239,34000,
30439,-0.02264957689,30439,-0.01799703576,30439,38270.96484,30439,34000,30439,34000,30439,34000,
30489,-0.02588136122,30489,-0.02791547775,30489,34000,30489,34000,30489,40170.92188,30489,34100.08594,
30589,-0.04372546077,30589,-0.0296348054,30589,38324.96094,30589,36186.89844,30589,34000,30589,34000,
30639,-0.03021896072,30639,-0.007126642857,30639,36426.8125,30639,34755.00391,30639,34000,30639,34000,
30689,-0.03834466264,30689,-0.02516057342,30689,34000,30689,34000,30689,40707.5625,30689,35162.44531,
30839,-0.03565746546,30839,0.01506929379,30839,36558.91016,30839,36402.39062,30839,34000,30839,34000,
30939,-0.04692976922,30939,-0.0124737937,30939,34000,30939,34000,30939,37232.66406,30939,34760.88672,
30989,-0.02450149693,30989,-0.0008134817472,30989,40973.32031,30989,34000,30989,34000,30989,34000,
31039,-0.01435206458,31039,0.01597097144,31039,36108.92188,31039,35920.74219,31039,34471.84766,31039,34000,
31089,-0.04120058194,31089,0.001465202542,31089,34000,31089,34000,31089,42767.14844,31089,34000,
31139,-0.04986660182,31139,-0.003215500852,31139,36879.64844,31139,34000,31139,34000,31139,34000,
31189,-0.01746213436,31189,0.02409568429,31189,42569.48047,31189,34000,31189,34000,31189,34000,
31239,-0.01504365448,31239,0.01796171069,31239,34000,31239,34000,31239,40418.60156,31239,34946.24609,
31289,-0.04304618388,31289,-0.01356143411,31289,34000,31289,34000,31289,40073.76562,31289,34873.34766,
31339,-0.03699798137,31339,-0.0007760006119,31339,41096.30469,31339,36069.85938,31339,34000,31339,34000,
31389,-0.01118563022,31389,0.01930220984,31389,36174.25,31389,34000,31389,34000,31389,35597.15625,
31439,-0.01543046627,31439,-0.005978028756,31439,34000,31439,34000,31439,40902.06641,31439,35324.6875,
31489,-0.02587147243,31489,-0.02329692245,31489,34000,31489,34000,31489,35160.80078,31489,34000,
31539,-0.004285245668,31539,-0.006625737064,31539,40316.4375,31539,34000,31539,34000,31539,34098.58203,
31589,0.01301163621,31589,-0.002642608481,31589,34455.33594,31589,34000,31589,35760.75781,31589,34818.11719,
31639,0.002113015158,31639,-0.02135502361,31639,34000,31639,34000,31639,39383.12109,31639,34000,
31689,0.003440466709,31689,-0.02056491002,31689,38458.99609,31689,34000,31689,34000,31689,34000,
31739,0.01582730189,31739,-0.00496000424,31739,36880.94141,31739,34000,31739,35214.21484,31739,34000,
31789,0.007707017008,31789,-0.003144983202,31789,34345.78125,31789,34000,31789,37803.64062,31789,34000,
31839,-0.004823138006,31839,0.002648679074,31839,36118.82812,31839,34000,31839,36549.03906,31839,34000,
31889,-0.002600700362,31889,0.02901239134,31889,39629.49219,31889,34000,31889,34000,31889,34000,
31939,-0.01530195866,31939,0.04966705665,31939,35000.57812,31939,36709.07812,31939,38470.17188,31939,34000,
31989,-0.04254796728,31989,0.0476943925,31989,34000,31989,34000,31989,40419.46484,31989,34000,
32039,-0.02805821225,32039,0.06910187006,32039,44733.83594,32039,34000,32039,34000,32039,34000,
32089,-0.01756596006,32089,0.07938459516,32089,34161.76172,32089,34000,32089,37907.10938,32089,34000,
32139,-0.04946178198,32139,0.05181507394,32139,34000,32139,34000,32139,43045.01172,32139,34000,
32189,-0.04485637695,32189,0.06300384551,32189,44389.29688,32189,35627.14844,32189,34000,32189,34000,
32239,-0.01846076548,32239,0.0840581134,32239,37189.11719,32239,34000,32239,34000,32239,34000,
32639,0.03141741455,32639,-0.002526588039,32639,34000,32639,34000,32639,39891.92188,32639,34000,
32739,0.03472710401,32739,-0.005381975323,32739,39267.96484,32739,34000,32739,34000,32739,34000,
32789,0.04381565377,32789,-0.01500709262,32789,34698.40625,32789,34000,32789,37499.26172,32789,35499.80469,
32839,0.03081550822,32839,-0.03150838241,32839,34672.70703,32839,34000,32839,37523.71484,32839,34000,
32889,0.03769857064,32889,-0.02536403574,32889,39721.94141,32889,34000,32889,34000,32889,34000,
32939,0.04454625398,32939,-0.02661503851,32939,34000,32939,34000,32939,38397.97656,32939,36323.64844,
32989,0.0413258411,32989,-0.03294306248,32989,36512.53906,32989,34000,32989,35508.00781,32989,34000,
33039,0.05489867926,33039,-0.01800964028,33039,39926.33594,33039,34000,33039,34000,33039,34000,
33089,0.05022877827,33089,-0.02274075337,33089,34000,33089,34000,33089,39794.17578,33089,34000,
33139,0.03484277427,33139,-0.0374789238,33139,34000,33139,34000,33139,37378.83203,33139,35208.19141,
33189,0.05469616503,33189,-0.01786684431,33189,43037.625,33189,34000,33189,34000,33189,34000,
33239,0.06378439814,33239,-0.007247193251,33239,34000,33239,34000,33239,36875.22266,33239,34000,
33289,0.0372265093,33289,-0.02179078944,33289,34000,33289,34000,33289,39260.14844,33289,34347.45703,
33339,0.03192356229,33339,-0.009960608557,33339,39619.82422,33339,34629.39062,33339,34000,33339,34000,
33389,0.03829953447,33389,0.01353906561,33389,35657.1875,33389,34000,33389,34797.23438,33389,34000,
33439,0.01856633089,33439,0.01658975519,33439,34000,33439,35306.42188,33439,38029.54297,33439,34000,
33489,0.004641778301,33489,0.0242551621,33489,37066.79688,33489,34298.97656,33489,35028.16016,33489,34000,
33539,0.008499659598,33539,0.03940761089,33539,37369.57812,33539,34000,33539,34762.48047,33539,34000,
33589,-0.0008453594637,33589,0.04133182392,33589,34000,33589,35696.4375,33589,38099.11328,33589,34000,
33639,-0.01964393444,33639,0.03170858324,33639,34000,33639,34000,33639,38273.26562,33639,34000,
33689,-0.00762168644,33689,0.04065921903,33689,41357.9375,33689,34000,33689,34000,33689,34000,
33739,-0.002209910424,33739,0.03925937042,33739,34000,33739,34000,33739,38774.70312,33739,34000,
33789,-0.02177966386,33789,0.01808515564,33789,34000,33789,34000,33789,37837.32031,33789,34000,
33839,-0.01843807846,33839,0.01700903475,33839,37830.92188,33839,34426.99609,33839,34000,33839,34000,
33889,-0.006560850888,33889,0.01718311384,33889,35936.52344,33889,34000,33889,35205.71094,33889,34629.58594,
33939,-0.01086320169,33939,-0.0008495122311,33939,34000,33939,34000,33939,38470.48828,33939,34000,
33989,-0.01262471639,33989,-0.01475151442,33989,34791.78516,33989,34000,33989,36066.33203,33989,34738.73828,
34039,0.009217276238,34039,-0.01024914067,34039,40116.4375,34039,34000,34039,34000,34039,34000,
34139,-0.006780697498,34139,-0.04459958524,34139,34000,34139,34000,34139,37786.28516,34139,34000,
34189,0.003558674129,34189,-0.02143776417,34189,42032.17969,34189,34402.99609,34189,34000,34189,34000,
34239,0.01057330333,34239,-0.002938433783,34239,34000,34239,34709.32422,34239,36246.41016,34239,34000,
34289,-0.01099295262,34289,-0.02333204262,34289,34000,34289,34000,34289,39843.25781,34289,34403.05078,
34389,0.009565627202,34389,-0.02691842988,34389,36985.71094,34389,34000,34389,34000,34389,35621.625,
34439,0.01016623713,34439,-0.02756251022,34439,34570.52344,34439,34000,34439,36478.09766,34439,34000,
34489,-0.01361944806,34489,-0.02925514989,34489,34000,34489,35600.40234,34489,38270.17969,34489,34000,
34539,-0.01733154431,34539,-0.01910602488,34539,37243.64844,34539,34000,34539,34313.63672,34539,34000,
34589,0.0006969987298,34589,-0.0008439570083,34589,38614.10156,34589,34000,34589,34000,34589,34000,
34639,-0.006009401754,34639,-0.0109925,34639,34000,34639,34000,34639,41487.76562,34639,34000,
34689,-0.01746022515,34689,-0.02035216615,34689,35120.07422,34689,34000,34689,34212.81641,34689,34000,
34739,-0.004068125971,34739,-0.003315000329,34739,38039.02344,34739,34000,34739,34000,34739,34000,
34939,-0.005147721153,34939,0.02848592214,34939,37938.12891,34939,35666.22266,34939,34000,34939,34000,
35089,-0.01032369491,35089,0.01515249722,35089,37541.78906,35089,34401.98047,35089,34000,35089,34000,
35139,-0.009787352756,35139,0.0137280561,35139,34000,35139,34000,35139,36952.60547,35139,34338.25391,
35189,-0.01668804511,35189,0.003967954777,35189,34070.57812,35189,34000,35189,36082.94141,35189,34000,
35239,-0.01391469687,35239,0.005694993306,35239,36719.36328,35239,34000,35239,34000,35239,34000,
35289,-0.002571081975,35289,0.01594340615,35289,37739.25,35289,34000,35289,34000,35289,34000,
35339,-0.01067971438,35339,0.005962238181,35339,34000,35339,34000,35339,39753.02344,35339,34000,
35389,-0.02014607005,35389,-0.002423522761,35389,34773.12109,35389,34000,35389,34124.27344,35389,34083.84766,
35439,-0.01015096158,35439,0.0166389104,35439,38570.54297,35439,36314.39062,35439,34000,35439,34000,
35539,-0.01511256862,35539,0.0007768729702,35539,34000,35539,34000,35539,36359.625,35539,35298.77734,
35589,-0.00904651545,35589,0.008160202764,35589,37831.61719,35589,34605.53125,35589,34000,35589,34000,
35639,-0.005565579981,35639,0.01774046384,35639,34833.55859,35639,34003.56641,35639,34385.8125,35639,34000,
35689,-0.01427185535,35689,0.0001705613831,35689,34000,35689,34000,35689,39104.39062,35689,35110.6875,
35739,-0.008286582306,35739,-0.01044367813,35739,37222.75781,35739,34000,35739,34000,35739,35421.32422,
35789,0.007468821015,35789,-0.0009017325356,35789,37192.13281,35789,34206.74609,35789,34000,35789,34000,
35839,-0.0008357841289,35839,-0.004982202314,35839,34000,35839,34373.89844,35839,37885.04297,35839,34000,
35889,-0.0107498588,35889,-0.02355855703,35889,34000,35889,34000,35889,36973.32422,35889,36156.84375,
35939,0.002265996067,35939,-0.01592656039,35939,38658.66406,35939,34000,35939,34000,35939,34000,
35989,0.01249483414,35989,0.003554247785,35989,36332.98047,35989,34264.24609,35989,34000,35989,34000,
36039,0.001246291446,36039,-0.003751732176,36039,34000,36039,35592.19531,36039,37793.8125,36039,34000,
36089,-0.01049954351,36089,-0.0252666641,36089,34000,36089,34000,36089,37468.16016,36089,37677.05859,
36139,0.003656844608,36139,-0.02262214571,36139,38477.73047,36139,34000,36139,34000,36139,34437.02344,
36189,0.01377366949,36189,0.007540276274,36189,37058.92578,36189,36877.78906,36189,34000,36189,34000,
36239,0.002286678413,36239,0.01289986726,36239,34000,36239,34000,36239,38770.67969,36239,34253.35938,
36289,-0.003690008307,36289,7.091335283e-05,36289,34337.11328,36289,34000,36289,34783.36719,36289,34211.45312,
36339,0.01467109192,36339,-0.002856794512,36339,37639.42578,36339,34000,36339,34000,36339,35907.01562,
36389,0.02535595745,36389,-0.01368692145,36389,34000,36389,34000,36389,37816.5,36389,34452.51953,
36439,0.02113305219,36439,-0.01913741231,36439,34340.23828,36439,34000,36439,35768.26953,36439,34092.68359,
36489,0.03572612256,36489,-0.006265231408,36489,39121.78516,36489,34000,36489,34000,36489,35496.02344,
36539,0.04198544472,36539,-0.002406046959,36539,34068.44922,36539,34000,36539,35964.05469,36539,34000,
36589,0.02469789982,36589,-0.0203690175,36589,34000,36589,34000,36589,38802.29688,36589,34000,
36639,0.02393502742,36639,-0.02653392032,36639,35685.66406,36639,34000,36639,34000,36639,34933.87109,
36689,0.04713737965,36689,-0.01101551484,36689,39363.83984,36689,34000,36689,34000,36689,34720.38672,
36739,0.04964765161,36739,-0.007343517151,36739,34000,36739,34000,36739,36243.85938,36739,34000,
36789,0.02480958216,36789,-0.02037624829,36789,34000,36789,34806.11328,36789,38359.91406,36789,34000,
36839,0.0163271334,36839,-0.01544326637,36839,36682.44922,36839,34501.35938,36839,34000,36839,34000,
36939,0.03116307594,36939,-0.002245947719,36939,34000,36939,34000,36939,35640.00781,36939,34000,
37039,0.003011914203,37039,0.002408333356,37039,35881.69141,37039,34000,37039,34264.47266,37039,34000,
37089,0.01266105566,37089,0.0006109353271,37089,35054.15234,37089,34000,37089,34996.28906,37089,35962.99609,
37139,0.01335919835,37139,0.0006408729823,37139,35389.28125,37139,34000,37139,34728.17578,37139,34000,
37339,-0.01241260767,37339,0.02673324756,37339,34287.64453,37339,34265.76562,37339,36220.44531,37339,34000,
37389,-0.02311605588,37389,0.02139077522,37389,34000,37389,34000,37389,36902.60156,37389,34000,
37439,-0.01971936598,37439,0.03287307546,37439,38895.90625,37439,34626.44141,37439,34000,37439,34000,
37539,-0.02920311317,37539,0.03199595958,37539,34395.23047,37539,34000,37539,35796.91016,37539,34000,
37639,-0.02224446647,37639,0.03732982278,37639,34407.79688,37639,34000,37639,36618.45312,37639,34000,
37689,-0.02816301025,37689,0.03166576475,37689,35341.16406,37689,34000,37689,36099.67969,37689,34000,
37739,-0.03092206828,37739,0.03306319192,37739,36039.97656,37739,34000,37739,35637.97266,37739,34000,
37789,-0.02786324173,37789,0.0407887958,37789,37616.62109,37789,34165.48828,37789,34228.30078,37789,34000,
37839,-0.04079748318,37839,0.03295635805,37839,34000,37839,34201.19141,37839,40387.18359,37839,34000,
37889,-0.04996865988,37889,0.02744038589,37889,36992.71875,37889,34041.52344,37889,34389.09375,37889,34000,
37939,-0.03564215079,37939,0.0381568931,37939,37547.69922,37939,34230.35547,37939,34000,37939,34000,
37989,-0.04480466992,37989,0.02075162344,37989,34000,37989,34000,37989,41561.13281,37989,34000,
38039,-0.05013023317,38039,7.947579434e-06,38039,35091.73438,38039,34000,38039,35283.17969,38039,34000,
38089,-0.02555801347,38089,-0.0006214377354,38089,37353.9375,38089,34000,38089,34000,38089,36400.22266,
38139,-0.01338058058,38139,-0.01484825648,38139,34000,38139,34000,38139,39835.26562,38139,34917.53125,
38189,-0.01195794716,38189,-0.01876671799,38189,37320.74609,38189,34000,38189,35195.44531,38189,34000,
38239,0.01264593843,38239,-0.004602262285,38239,39661.23828,38239,34000,38239,34000,38239,34084.74609,
38589,0.0638326332,38589,-0.04142369702,38589,34388.39844,38589,34000,38589,36747.45703,38589,34834.32812,
38639,0.03991268575,38639,-0.06722058356,38639,34000,38639,34000,38639,41373.63281,38639,34517.34375,
38689,0.03846228495,38689,-0.07029614598,38689,39346.35156,38689,34000,38689,34000,38689,34000,
38739,0.06041505933,38739,-0.05632029101,38739,37694.36719,38739,34000,38739,34000,38739,35140.07422,
38789,0.05189979449,38789,-0.0634489581,38789,34000,38789,34000,38789,40054.10156,38789,34155.80078,
38839,0.03673261404,38839,-0.05956346914,38839,37826.83984,38839,34000,38839,34521.64062,38839,34000,
38939,0.01146282442,38939,-0.03843323141,38939,34000,38939,34000,38939,40830.98047,38939,34000,
38989,0.001947699813,38989,-0.03018246591,38989,38230.78906,38989,34264.85938,38989,34000,38989,34000,
39039,0.01084465068,39039,-0.004340620246,39039,37304.14844,39039,36361.04688,39039,34000,39039,34000,
39089,-0.006465531886,39089,-0.00810109172,39089,34000,39089,34000,39089,40205.85547,39089,34051.44922,
39139,-0.0242711883,39139,-0.01435079612,39139,34000,39139,36978.06641,39139,34000,39139,34000,
39189,-0.02020390145,39189,0.007134765852,39189,37976.05078,39189,37063.07031,39189,34000,39189,34000,
39239,-0.003192781005,39239,0.01589627005,39239,34000,39239,34000,39239,34000,39239,36465.66016,
39289,-0.004429305438,39289,0.02313202992,39289,34000,39289,37138.62891,39289,34000,39289,34000,
39339,-0.02114124596,39339,0.04743323475,39339,34309.29297,39339,36333.35938,39339,34000,39339,34000,
39389,-0.01968638413,39389,0.05514510721,39389,36246.13281,39389,34000,39389,34000,39389,34810.3125,
39439,-0.01245755795,39439,0.04491369799,39439,34000,39439,34000,39439,34779.26953,39439,35638.71484,
39489,-0.01964747161,39489,0.04771413654,39489,34000,39489,37641.63281,39489,34420.69141,39489,34000,
39539,-0.02577162161,39539,0.07041082531,39539,37677.54297,39539,38226.29688,39539,34000,39539,34000,
39589,-0.0218827147,39589,0.0752267614,39589,34000,39589,34023.28516,39589,34977.77344,39589,34000,
39639,-0.02371305786,39639,0.05567077175,39639,34000,39639,34000,39639,36535.21875,39639,35414.0625,
39689,-0.02703272551,39689,0.05998487771,39689,37791.07422,39689,36706.89062,39689,34000,39689,34000,
39739,-0.03026749939,39739,0.07615401596,39739,34954.82031,39739,37377.82031,39739,34859.69141,39739,34000,
39789,-0.03785221279,39789,0.06487584859,39789,34000,39789,34000,39789,37452.72656,39789,34000,
39839,-0.0285949856,39839,0.05923032388,39839,38853.82812,39839,34000,39839,34000,39839,34000,
39889,-0.02214184031,39889,0.05706484988,39889,34000,39889,34000,39889,37004.41406,39889,34000,
39939,-0.03410532698,39939,0.05030258745,39939,34915.1875,39939,35297.32812,39939,34560.37109,39939,34000,
39989,-0.03987693414,39989,0.053245496,39989,34546.68359,39989,34408.12109,39989,36208.67969,39989,34000,
40039,-0.03521313518,40039,0.05208853632,40039,36432.76172,40039,34000,40039,34000,40039,34000,
40089,-0.03349621594,40089,0.04152748361,40089,34000,40089,34000,40089,38331.72656,40089,34934.39062,
40139,-0.0345480293,40139,0.03320590779,40139,35971.27734,40139,34000,40139,34000,40139,34000,
40189,-0.03016059287,40189,0.03781248257,40189,34884.31641,40189,34385.74219,40189,35168.78125,40189,34000,
40239,-0.03341685608,40239,0.02658970468,40239,34000,40239,34000,40239,37538.13672,40239,34842.41797,
40289,-0.03037073277,40289,0.01700241677,40289,35422.87109,40289,34000,40289,34419.62891,40289,34000,
40339,-0.01826491766,40339,0.01132642943,40339,34324.96094,40339,34000,40339,36116.16797,40339,36523.01562,
40389,-0.009293577634,40389,0.004691613838,40389,36219.42969,40389,34000,40389,35059.25781,40389,34179.73438,
40439,-0.009439125657,40439,0.001398001448,40439,34621.69531,40439,34000,40439,36485.89453,40439,34000,
40489,-0.01180974394,40489,-0.01254148223,40489,34000,40489,34000,40489,37901.22656,40489,35201.58594,
40539,0.006235698238,40539,-0.01681274548,40539,37982.74609,40539,34000,40539,34000,40539,36535.61719,
40589,0.0224430114,40589,-0.009480012581,40589,35904.54688,40589,34000,40589,35804.62109,40589,34000,
40639,0.01393265463,40639,-0.01868163235,40639,34000,40639,34000,40639,38009.78906,40639,35196.33594,
40689,0.01809248701,40689,-0.02537724935,40689,37336.98828,40689,34000,40689,34350.00391,40689,34352.59766,
40739,0.02936333232,40739,-0.03329283744,40739,34652.79297,40739,34000,40739,37204.45312,40739,34621.70703,
40789,0.03096080944,40789,-0.05583959818,40789,34000,40789,34000,40789,38793.10156,40789,37409.82031,
40839,0.04579437897,40839,-0.05295420066,40839,40345.42969,40839,34000,40839,34000,40839,34000,
40939,0.03108238429,40939,-0.03952223435,40939,34000,40939,34000,40939,39919.02734,40939,34000,
40989,0.02536383457,40989,-0.03932745755,40989,37836.03125,40989,34000,40989,34000,40989,34000,
41189,0.0184519738,41189,-0.04360410571,41189,34000,41189,34000,41189,39560.12109,41189,34000,
41239,0.003371733241,41239,-0.04055135697,41239,36118.375,41239,34149.04688,41239,34876.52734,41239,34000,
41289,0.01074056327,41289,-0.02168531716,41289,38106.01172,41289,35183.73047,41289,34000,41289,34000,
41339,2.028822746e-05,41339,-0.02847867087,41339,34000,41339,34000,41339,40811.69531,41339,34973.31641,
41439,-0.000938268262,41439,-0.02748550288,41439,36562.03906,41439,34000,41439,34146.25781,41439,34100.91406,
41589,-0.01436353289,41589,-0.01777565107,41589,36094.53516,41589,34000,41589,34797.25391,41589,34000,
41639,-0.02271068469,41639,-0.003480114741,41639,35036.22656,41639,37304.78516,41639,35683.92969,41639,34000,
41739,-0.04018802568,41739,-0.004974324722,41739,38344.45703,41739,34000,41739,34000,41739,34000,
41789,-0.02391618304,41789,0.001977461623,41789,34204.42969,41789,34000,41789,35251.76953,41789,34104.60547,
41839,-0.03297905624,41839,-0.003835550509,41839,34000,41839,34958.67578,41839,36891.28906,41839,34000,
41939,-0.03333259746,41939,0.006480605341,41939,38157.42578,41939,34000,41939,34000,41939,34000,
41989,-0.02643772401,41989,0.002889922122,41989,34000,41989,34000,41989,37532.69531,41989,34000,
42039,-0.04016327485,42039,-0.008345619775,42039,34000,42039,34247.94141,42039,37267.91406,42039,34000,
42089,-0.03613847494,42089,0.004939584062,42089,38171.45703,42089,35898.64453,42089,34000,42089,34000,
42139,-0.02237166278,42139,0.01432559453,42139,34000,42139,34000,42139,34930.06641,42139,35584.53125,
42189,-0.02742062695,42189,0.001812606119,42189,34000,42189,34000,42189,37319.29688,42189,34000,
42239,-0.03298619762,42239,-0.004926776048,42239,34723.37109,42239,34000,42239,34579.26953,42239,34000,
42289,-0.02407153137,42289,-0.001029131468,42289,35675.05078,42289,34000,42289,34209.73438,42289,34013.13672,
42339,-0.01827512681,42339,-0.005320949946,42339,34987.67578,42339,34000,42339,35031.4375,42339,34000,
42389,-0.01668892428,42389,-0.02189004607,42389,34000,42389,34000,42389,37893.84375,42389,34000,
42439,-0.003708108794,42439,-0.02948772348,42439,38263.875,42439,34000,42439,34000,42439,35710.45312,
42489,0.0177934505,42489,-0.02568804845,42489,37464.23438,42489,34000,42489,34000,42489,35373.47656,
42539,0.005887737498,42539,-0.03661610931,42539,34000,42539,34000,42539,39379.05859,42539,34000,
42589,-0.005656265188,42589,-0.0404971689,42589,35798.70312,42589,34000,42589,34000,42589,34000,
42639,0.01242135372,42639,-0.02199854329,42639,37910.41797,42639,34000,42639,34000,42639,34641.10156,
42689,0.02192879654,42689,-0.01152435225,42689,34561.49219,42689,34000,42689,34614.97266,42689,34000,
42739,0.01166793425,42739,-0.01260136254,42739,34000,42739,35316.59766,42739,35837.11328,42739,34000,
42789,0.00464817835,42789,-0.006230076309,42789,35143.19531,42789,34000,42789,34725.08594,42789,34000,
42839,0.01478892844,42839,0.009397695772,42839,37987.69531,42839,34000,42839,34000,42839,34000,
42889,0.01593385637,42889,0.01814765669,42889,34234.09766,42889,34970.49219,42889,34817.60938,42889,34000,
42939,-0.002837985056,42939,0.0129668396,42939,34000,42939,34436.19922,42939,37769.73047,42939,34000,
42989,-0.004772691056,42989,0.01937666908,42989,38099.29297,42989,34879.82031,42989,34000,42989,34000,
43039,0.003319341922,43039,0.03446505591,43039,35660.92578,43039,34228.75391,43039,34000,43039,34000,
